# id,z
1,0.37305,0.33527,0.29168
2,0.29108,0.35473,0.35419
3,0.29108,0.35473,0.35419
4,0.29108,0.35473,0.35419
5,0.32299,0.35402,0.32299
6,0.32299,0.35402,0.32299
7,0.35942,0.28188,0.35870
8,0.29020,0.37263,0.33717
9,0.29020,0.37263,0.33717
10,0.34942,0.30116,0.34942
11,0.35177,0.28886,0.35937
12,0.34942,0.30116,0.34942
13,0.34136,0.31729,0.34136
14,0.28159,0.43682,0.28159
15,0.35485,0.29186,0.35329
16,0.28828,0.35801,0.35371
17,0.28553,0.36041,0.35407
18,0.27336,0.34387,0.38277
19,0.27336,0.34387,0.38277
20,0.35493,0.32254,0.32254
21,0.29108,0.35473,0.35419
22,0.29108,0.35473,0.35419
23,0.29108,0.35473,0.35419
24,0.28161,0.35592,0.36246
25,0.28161,0.35592,0.36246
26,0.28161,0.35592,0.36246
27,0.34179,0.28887,0.36934
28,0.28459,0.35481,0.36060
29,0.43682,0.28159,0.28159
30,0.43682,0.28159,0.28159
31,0.28412,0.35866,0.35722
32,0.32882,0.34235,0.32882
33,0.32882,0.34235,0.32882
34,0.38225,0.34146,0.27629
35,0.26506,0.31592,0.41902
36,0.29242,0.35511,0.35247
37,0.29765,0.34688,0.35547
38,0.29810,0.34545,0.35644
39,0.28778,0.36864,0.34358
40,0.28159,0.43682,0.28159
41,0.28159,0.43682,0.28159
42,0.28159,0.43682,0.28159
43,0.29108,0.35473,0.35419
44,0.43682,0.28159,0.28159
45,0.43682,0.28159,0.28159
46,0.43682,0.28159,0.28159
47,0.28159,0.28159,0.43682
48,0.28159,0.28159,0.43682
49,0.28159,0.28159,0.43682
50,0.28159,0.28159,0.43682
51,0.28159,0.28159,0.43682
52,0.28159,0.28159,0.43682
53,0.30891,0.30891,0.38218
54,0.28159,0.28159,0.43682
55,0.28159,0.28159,0.43682
56,0.30891,0.30891,0.38218
57,0.28159,0.28159,0.43682
58,0.28102,0.33998,0.37900
59,0.28159,0.28159,0.43682
60,0.28159,0.28159,0.43682
61,0.28159,0.28159,0.43682
62,0.28159,0.28159,0.43682
63,0.28159,0.28159,0.43682
64,0.28159,0.28159,0.43682
65,0.28159,0.28159,0.43682
66,0.28159,0.28159,0.43682
67,0.28159,0.28159,0.43682
68,0.28159,0.28159,0.43682
69,0.28159,0.28159,0.43682
70,0.28159,0.28159,0.43682
71,0.28159,0.28159,0.43682
72,0.28159,0.28159,0.43682
73,0.28159,0.28159,0.43682
74,0.28159,0.28159,0.43682
75,0.28159,0.28159,0.43682
76,0.28159,0.28159,0.43682
77,0.33998,0.28102,0.37900
78,0.28159,0.28159,0.43682
79,0.28159,0.28159,0.43682
80,0.28159,0.28159,0.43682
81,0.28159,0.28159,0.43682
82,0.28159,0.28159,0.43682
83,0.28159,0.28159,0.43682
84,0.28159,0.28159,0.43682
85,0.28159,0.28159,0.43682
86,0.28159,0.28159,0.43682
87,0.28159,0.28159,0.43682
88,0.28159,0.28159,0.43682
89,0.28159,0.28159,0.43682
90,0.28159,0.28159,0.43682
91,0.28159,0.28159,0.43682
92,0.28159,0.28159,0.43682
93,0.28159,0.28159,0.43682
94,0.28159,0.28159,0.43682
95,0.28159,0.28159,0.43682
96,0.28159,0.28159,0.43682
97,0.28159,0.28159,0.43682
98,0.28159,0.28159,0.43682
99,0.28159,0.28159,0.43682
100,0.28159,0.28159,0.43682
101,0.28159,0.28159,0.43682
102,0.28159,0.28159,0.43682
103,0.28159,0.28159,0.43682
104,0.28159,0.28159,0.43682
105,0.28159,0.28159,0.43682
106,0.28159,0.28159,0.43682
107,0.28159,0.28159,0.43682
108,0.28159,0.28159,0.43682
109,0.28159,0.28159,0.43682
110,0.28159,0.28159,0.43682
111,0.28159,0.28159,0.43682
112,0.28159,0.28159,0.43682
113,0.28159,0.28159,0.43682
114,0.28159,0.28159,0.43682
115,0.28159,0.28159,0.43682
116,0.28159,0.28159,0.43682
117,0.28159,0.28159,0.43682
118,0.28159,0.28159,0.43682
119,0.28159,0.28159,0.43682
120,0.28159,0.28159,0.43682
121,0.28159,0.28159,0.43682
122,0.28159,0.28159,0.43682
123,0.28159,0.28159,0.43682
124,0.28159,0.28159,0.43682
125,0.28159,0.28159,0.43682
126,0.28159,0.28159,0.43682
127,0.28159,0.28159,0.43682
128,0.28159,0.28159,0.43682
129,0.28159,0.28159,0.43682
130,0.28159,0.28159,0.43682
131,0.28159,0.28159,0.43682
132,0.28159,0.28159,0.43682
133,0.28159,0.28159,0.43682
134,0.28159,0.28159,0.43682
135,0.28159,0.28159,0.43682
136,0.28159,0.28159,0.43682
137,0.28159,0.28159,0.43682
138,0.28159,0.28159,0.43682
139,0.28159,0.28159,0.43682
140,0.28159,0.28159,0.43682
141,0.28159,0.28159,0.43682
142,0.28159,0.28159,0.43682
143,0.28159,0.28159,0.43682
144,0.28159,0.28159,0.43682
145,0.28159,0.28159,0.43682
146,0.28159,0.28159,0.43682
147,0.28159,0.28159,0.43682
148,0.28159,0.28159,0.43682
149,0.28159,0.28159,0.43682
150,0.28159,0.28159,0.43682
151,0.36934,0.28887,0.34179
152,0.28159,0.28159,0.43682
153,0.34150,0.28225,0.37626
154,0.37305,0.29168,0.33527
