# id,z
1,0.50000,0.50000,0.00000,0.00000
2,0.00000,0.33333,0.33333,0.33333
3,0.49979,0.00000,0.49979,0.00042
4,0.49979,0.00000,0.49979,0.00042
5,0.49979,0.00000,0.49979,0.00042
6,0.00000,0.33333,0.33333,0.33333
7,0.00000,0.50000,0.00000,0.50000
8,0.00045,0.49977,0.00000,0.49977
9,0.49977,0.49977,0.00000,0.00045
10,0.00000,0.33333,0.33333,0.33333
11,0.00000,0.33333,0.33333,0.33333
12,0.00000,0.33333,0.33333,0.33333
13,0.00000,0.33333,0.33333,0.33333
14,0.00000,0.33333,0.33333,0.33333
15,0.00000,0.33333,0.33333,0.33333
16,0.00000,0.33333,0.33333,0.33333
17,0.00000,0.33333,0.33333,0.33333
18,0.00000,0.33333,0.33333,0.33333
19,0.00000,0.50000,0.00000,0.50000
20,0.00000,0.50000,0.00000,0.50000
21,0.00000,0.50000,0.00000,0.50000
22,0.00000,0.50000,0.00000,0.50000
23,0.00000,0.50000,0.00000,0.50000
24,0.00000,0.50000,0.00000,0.50000
25,0.00000,0.33333,0.33333,0.33333
26,0.00000,0.33333,0.33333,0.33333
27,0.00000,0.33333,0.33333,0.33333
28,0.00037,0.00000,0.49982,0.49982
29,0.00037,0.00000,0.49982,0.49982
30,0.00037,0.00000,0.49982,0.49982
31,0.00075,0.00000,0.99925,0.00000
32,0.00000,0.33333,0.33333,0.33333
33,0.00000,0.33333,0.33333,0.33333
34,0.00000,0.33333,0.33333,0.33333
35,0.00000,0.33333,0.33333,0.33333
36,0.00000,0.33333,0.33333,0.33333
37,0.00000,0.33333,0.33333,0.33333
38,0.00000,0.00060,0.49970,0.49970
39,0.00000,0.00060,0.49970,0.49970
40,0.50000,0.00000,0.50000,0.00000
41,0.50000,0.00000,0.50000,0.00000
42,0.00000,0.33333,0.33333,0.33333
43,0.00000,0.50000,0.00000,0.50000
44,0.00000,0.50000,0.00000,0.50000
45,0.00000,0.50000,0.00000,0.50000
46,0.00000,0.50000,0.00000,0.50000
47,0.00000,0.33333,0.33333,0.33333
48,0.00000,0.00000,0.99915,0.00085
49,0.00000,0.00000,0.99915,0.00085
50,0.00000,0.00000,0.99915,0.00085
51,0.00000,0.33333,0.33333,0.33333
52,0.00000,0.33333,0.33333,0.33333
53,0.00000,0.33333,0.33333,0.33333
54,0.00000,0.33333,0.33333,0.33333
55,0.00000,0.33333,0.33333,0.33333
56,0.50000,0.00000,0.00000,0.50000
57,0.50000,0.00000,0.00000,0.50000
58,0.00000,0.49977,0.00045,0.49977
59,0.00000,0.33333,0.33333,0.33333
60,0.00000,0.33333,0.33333,0.33333
61,0.00000,0.33333,0.33333,0.33333
62,0.00000,0.33333,0.33333,0.33333
63,0.00000,0.33333,0.33333,0.33333
64,0.00000,0.33333,0.33333,0.33333
65,0.00000,0.33333,0.33333,0.33333
66,0.00000,0.33333,0.33333,0.33333
67,0.49979,0.00000,0.49979,0.00042
68,0.49979,0.00000,0.49979,0.00042
69,0.00000,0.33333,0.33333,0.33333
70,0.49979,0.00000,0.49979,0.00042
71,0.00089,0.00000,0.00079,0.99832
72,0.00089,0.00000,0.00079,0.99832
73,0.33333,0.00000,0.33333,0.33333
74,0.33333,0.00000,0.33333,0.33333
75,0.00000,0.33333,0.33333,0.33333
76,0.00000,0.33333,0.33333,0.33333
77,0.00000,0.33333,0.33333,0.33333
